Nome Escola,IDHM,% jbd,% jeif
OSWALDO CRUZ,0.8404444444444444,0.050547042325727265,0.9494529576742727
DOMINGOS FAUSTINO SARMIENTO,0.7932222222222223,0.05315784834025116,0.9468421516597488
CARLOS DE CAMPOS ETEC,0.7932222222222223,0.15724384363577182,0.8427561563642282
CAMARGO ARANHA PROF ETEC,0.8404444444444444,0.7129269771247031,0.2870730228752969
ANCHIETA PADRE,0.7932222222222223,0.5520928010065067,0.4479071989934933
JOSE ROCHA MENDES ETEC,0.7622432432432432,0.9446939400145514,0.055306059985448575
JULIA MACEDO PANTOJA PROFESSORA,0.7622432432432432,0.442746349801694,0.5572536501983061
JOAO CLIMACO DA SILVA KRUSE PROFESSOR,0.7838,0.7351179530085763,0.2648820469914237
ERASMO BRAGA,0.7838,0.21906543464304817,0.7809345653569518
CONGONHAS DO CAMPO VISCONDE DE,0.7838,0.18705380121030857,0.8129461987896914
PAULO NOVAES DE CARVALHO PROFESSOR,0.7838,0.523677557968402,0.476322442031598
MARTIN LUTHER KING ETEC,0.7838,0.8081916123392674,0.1918083876607326
JOSE MARQUES DA CRUZ PROFESSOR,0.75255,0.7218700350139978,0.2781299649860022
ANTONIO CANDIDO BARONE,0.75255,0.7047033809551871,0.29529661904481286
ASCENDINO REIS PROFESSOR,0.7838,0.24300523485853542,0.7569947651414646
OSWALDO CATALANO,0.7838,0.021550121255409893,0.9784498787445901
ORVILLE DERBY,0.75255,0.9081557459106855,0.09184425408931451
MARIA LOURDES N ALBERGARIA PROFA,0.7768928571428572,0.9479422746450257,0.05205772535497433
BERNARDO RODRIGUES NOGUEIRA DOM,0.7768928571428572,0.5807087876120702,0.41929121238792977
ANTAO PADRE,0.7647179487179487,0.6280013479111216,0.3719986520888784
INFANTE DOM HENRIQUE,0.7768928571428572,0.24250633479974826,0.7574936652002517
FILOMENA MATARAZZO CONDESSA,0.6940000000000001,0.5814067456471546,0.41859325435284545
BENEDITA DE REZENDE PROFESSORA,0.6940000000000001,0.29744048617381746,0.7025595138261825
ESTELA BORGES MORATO,0.6355454545454545,0.1266594630349115,0.8733405369650885
MAXIMO DE MOURA SANTOS PROFESSOR,0.6934166666666667,0.9482978993508888,0.05170210064911118
SHINQUICHI AGARI,0.6687931034482758,0.7079385877600841,0.2920614122399159
GERALDO DOMINGOS CORTEZ PROFESSOR,0.7070833333333333,0.19222133803158,0.80777866196842
ASCANIO DE AZEVEDO CASTILHO PROF,0.7313061224489796,0.85136984251507,0.14863015748493003
APPARECIDA RAHAL PROFESSORA,0.7070833333333333,0.7411863217421107,0.25881367825788926
LINA DA COSTA COUTO PROFA,0.7070833333333333,0.6802671710692105,0.31973282893078947
LUZIA DE QUEIROZ E OLIVEIRA PROFA,0.7313061224489796,0.7362528051175345,0.26374719488246545
ALVARES DE AZEVEDO,0.7070833333333333,0.24222016539482993,0.7577798346051701
MARIA DA CONCEICAO OLIVEIRA COSTA PROFESSORA,0.7070833333333333,0.9404649730394881,0.05953502696051194
BALBINA NETTO VELLOSO PROFA,0.6457368421052632,0.5167099936625151,0.48329000633748487
THALES CASTANHO DE ANDRADE PROFESSOR,0.7070833333333333,0.8643350569111706,0.13566494308882937
ANHANGUERA,0.884,0.6049765349071955,0.3950234650928045
PEREIRA BARRETO,0.884,0.3744526839327557,0.6255473160672442
ANTONIO PRADO CONSELHEIRO,0.7996666666666666,0.7316637622600317,0.2683362377399683
CANUTO DO VAL,0.6977058823529412,0.8371748754687286,0.1628251245312714
PEDRO II,0.7996666666666666,0.7728670439644932,0.22713295603550676
JOSE CANDIDO DE SOUZA,0.8977,0.35550476323743124,0.6444952367625687
ZULEIKA DE BARROS MARTINS FERREIRA PROFESSORA,0.8977,0.14876263873638262,0.8512373612636174
DEODORO MARECHAL,0.6977058823529412,0.80837563360831,0.19162436639169
ALARICO SILVEIRA DOUTOR,0.7996666666666666,0.6351605895131108,0.36483941048688917
MISS BROWNE,0.8977,0.46409795129336084,0.5359020487066392
BASILIDES DE GODOY PROF ETEC,0.7177777777777777,0.5862916886344025,0.4137083113655975
PRUDENTE DE MORAES,0.6977058823529412,0.5104976289650339,0.4895023710349661
EMILIANO AUGUSTO CAVALCANTI DE ALBUQUERQUE E MELO,0.9175,0.39778982175232114,0.6022101782476789
FERNAO DIAS PAES,0.9245555555555556,0.976021992620174,0.023978007379826027
GUARACY SILVEIRA ETEC,0.9245555555555556,0.059346728850536046,0.940653271149464
ANTONIO ALVES CRUZ PROFESSOR,0.9245555555555556,0.7796355982806431,0.2203644017193569
MARINA CINTRA PROFESSORA,0.9056666666666667,0.9352442931420771,0.06475570685792287
LUDOVINA CREDIDIO PEIXOTO,0.9119565217391304,0.30059376538539784,0.6994062346146022
ARCY MAJOR,0.8719285714285715,0.16658348514540067,0.8334165148545993
MARIA JOSE,0.7865333333333333N,0.0212556607280332,0.9787443392719668
FABIANO LOZANO MAESTRO,0.8719285714285715,0.9749185465771025,0.02508145342289747
FLORIANO MARECHAL,0.8719285714285715,0.21815810892428888,0.7818418910757111
CAETANO DE CAMPOS CONSOLACAO,0.9056666666666667,0.009754749927728734,0.9902452500722713
CECILIANO JOSE ENNES PROFESSOR,0.9119565217391304,0.7119318281606313,0.2880681718393687
ALFREDO BRESSER,0.9245555555555556,0.28039246687683306,0.7196075331231669
ARISTIDES DE CASTRO,0.9119565217391304,0.49032415171901755,0.5096758482809824
ESC PART MON PETIT B R I,0.7865333333333333N,0.8053016499792449,0.19469835002075508
CEI INDIR JORGE JONES,0.6687931034482758,0.010581108472104916,0.9894188915278951
CR P CONV EMILIA INES,0.6652340425531914,0.6518626871963097,0.3481373128036903
DANIEL PAULO VERANO PONTES PROFESSOR,0.734,0.25023749844568133,0.7497625015543187
CR P CONV ESTRELA DO AMANHA,0.7186301369863014,0.5252514374682825,0.4747485625317175
ALBERTO TORRES,0.846625,0.9231197871694253,0.07688021283057467
CR P CONV JARDIM DAS ARAUCARIAS,0.65409375,0.790201374369427,0.20979862563057305
ESCOLA NOVA ACAO,0.7521153846153846,0.17476522316044688,0.8252347768395532
CEI INDIR PICOLO,0.75255,0.8843010543164599,0.11569894568354011
ESCOLA DO BAIRRO,0.8719285714285715,0.6018896337286601,0.3981103662713399
COLEGIO NOVA EPOCA UNIDADE II,0.7406666666666667,0.30164038916103986,0.6983596108389601
ADOLFINO DE ARRUDA CASTANHO PROFESSOR,0.734,0.4954876051562842,0.5045123948437158
CR P CONV UNIAO DE VILA NOVA II,0.6934166666666667,0.004900024060445096,0.9950999759395549
CR P CONV FRANCISCO RODRIGUES,0.75255,0.28960208623495975,0.7103979137650402
ESC PART TALK KIDS,0.9293750000000001,0.19782653370715386,0.8021734662928461
DEMOSTHENES MARQUES PROFESSOR,0.7586224489795919,0.6165981826715146,0.38340181732848544
ADELINA ISSA ASHCAR,0.8016,0.9160226537410413,0.0839773462589587
JULIO DE MESQUITA FILHO,0.7521153846153846,0.06078944579425993,0.9392105542057401
ITAUNA VISCONDE DE,0.7521153846153846,0.8882346467283255,0.11176535327167447
ROOSEVELT PRESIDENTE,0.8025833333333333,0.09177312036246654,0.9082268796375335
CENTRO EDUCACIONAL REINO ENCANTADO,0.7062075471698114,0.28657358908141517,0.7134264109185848
GETULIO VARGAS ETEC,0.7521153846153846,0.09166124610359716,0.9083387538964028
ESCOLA INICIATIVA,0.8022272727272728,0.9263077404441495,0.07369225955585046
SEMINARIO NOSSA SENHORA DA GLORIA,0.7521153846153846,0.4939104867402898,0.5060895132597102
JOSE ESCOBAR PROFESSOR,0.7521153846153846,0.7423279205131478,0.2576720794868522
FRANCISCO DE ASSIS REYS,0.7521153846153846,0.05046212817312579,0.9495378718268742
ESC PART ESCOLA RAIO DE LUZ,0.7521153846153846,0.6284123186935823,0.3715876813064177
OSCAR THOMPSON,0.8016,0.36558495999010904,0.6344150400098909
GOMES CARDIM PROFESSOR,0.8016,0.05673244714035719,0.9432675528596428
ALEXANDRE DE GUSMAO,0.7521153846153846,0.5371167929613248,0.46288320703867525
CR P CONV DOCE INFANCIA IV,0.71225,0.37452326578299855,0.6254767342170015
VOVO IRMA,0.75255,0.43827518170043656,0.5617248182995634
RAUL FONSECA,0.8022272727272728,0.0186583168652259,0.9813416831347741
UNIEPRE,0.82375,0.4663056813432367,0.5336943186567633
ESCOLA DE CAPACITACAO PROFISSIONAL BOA VONTADE,0.6977058823529412,0.3047684106126485,0.6952315893873515
NOVA ESCOLA BRASIL,0.659,0.9358272371661536,0.06417276283384643
HELENA LEMMI PROFESSORA,0.8022272727272728,0.27552160945500737,0.7244783905449926
ESC PART SALAME MINGUE BERCARIO N E I,0.8719285714285715,0.6318881114101654,0.36811188858983457
IBRAP INSTITUTO BRASILEIRO DE PAISAGISMO,0.9056666666666667,0.03430415053529268,0.9656958494647073
ESC PART ATELIE CARAMBOLA ESCOLA DE INFANCIA,0.8719285714285715,0.07728643614303132,0.9227135638569687
CR P CONV JOSEPHINA SANTOS MAIA,0.75025,0.7006724545078701,0.2993275454921299
CARLOS AUGUSTO DE FREITAS VILLALVA JUNIOR DOUTOR,0.7381052631578948,0.04142933818965721,0.9585706618103428
ESC PART MUTSUMI YOTIEN,0.8719285714285715,0.16390822326266596,0.836091776737334
COLEGIO PRAXIS UNIDADE JABAQUARA,0.7381052631578948,0.06540356297219851,0.9345964370278015
ESC PART FREITAS MOURA COLEGIO,0.7406666666666667,0.5458200790954508,0.4541799209045492
CR P CONV DOS ANJOS,0.7521153846153846,0.3481618554328565,0.6518381445671435
BARROSO ALMIRANTE,0.7381052631578948,0.14722843920569229,0.8527715607943077
BRASILIO MACHADO,0.8719285714285715,0.3057362808568591,0.6942637191431409
CR P CONV SEMENTINHA DA ESPERANCA,0.6898333333333333,0.3666019980945718,0.6333980019054282
COLEGIO ANGLO SAO PAULO,0.9056666666666667,0.24751717115494198,0.752482828845058
CR P CONV MARGARIDA BRITO FARIAS SILVA,0.678825,0.2941170177777629,0.7058829822222371
CR P CONV TRANSFORMANDO VIDAS,0.7521153846153846,0.4000476952641969,0.5999523047358031
LASAR SEGALL,0.8719285714285715,0.21780808455802225,0.7821919154419777
MAPLE BEAR CANADIAN SCHOOL GRANJA JULIETA,0.8737777777777778,0.769711555565147,0.23028844443485297
TEIA MULTICULTURAL ESCOLA DE ENSINO FUNDAMENTAL E MEDIO,0.8977,0.011036457771472885,0.9889635422285271
COLEGIO AUGUSTO MOREIRA,0.7916428571428572,0.6390360208268357,0.36096397917316425
MARIA PETRONILA LIMEIRA DOS MILAGRES MONTEIRO PROFESSORA,0.8737777777777778,0.5557917490915114,0.4442082509084886
ESCOLA CONCEPT,0.9293750000000001,0.5329185567135397,0.4670814432864603
ESCOLA GAIA EDUCA TEA,0.8113181818181818,0.3592862221689382,0.6407137778310619
LEOPOLDO SANTANA PROFESSOR,0.678825,0.9315602011081823,0.06843979889181773
JUVENTINA PATRICIA SANT ANA PROFESSORA,0.7202738095238095,0.6808101251490024,0.3191898748509976
CR P CONV ESPADINHA DE OURO,0.6678125,0.5278079646273316,0.4721920353726684
ESC PART PROGRESSO EIRELI - ME B E I,0.8022272727272728,0.8136148889035735,0.18638511109642653
ESCOLA CASTELO BERCARIO E EDUCACAO INFANTIL,0.7521153846153846,0.7484655827748139,0.2515344172251861
CEI INDIR ITAQUERA I,0.7070833333333333,0.6448813204920671,0.35511867950793286
CR P CONV CONCORDIA II,0.659,0.021393879622973233,0.9786061203770268
CR P CONV NUCLEO DO SABER,0.7743658536585366,0.5331553402916772,0.4668446597083228
CR P CONV CORUJINHA I,0.846625,0.19827936913567423,0.8017206308643258
CR P CONV CANTINHO DO SABER,0.7313061224489796,0.14507273084847594,0.8549272691515241
PAULO EIRO,0.8737777777777778,0.050601170024115676,0.9493988299758843
CR P CONV PRIMEIRO LAPIS II,0.7618666666666667,0.23097575514078283,0.7690242448592172
GREEN APPLE SCHOOL,0.8719285714285715,0.49991543235113844,0.5000845676488616
ALBERTO CONTE PROFESSOR,0.8737777777777778,0.19201613262275963,0.8079838673772404
LUIZ GONZAGA PINTO E SILVA PROFESSOR,0.7259758064516129,0.44073139572312814,0.5592686042768719
CR P CONV OLGA LOPES MALAGRINE,0.6977058823529412,0.5243597923160191,0.47564020768398085
CR P CONV LYGIA FAGUNDES TELLES,0.7406666666666667,0.6858561253118503,0.31414387468814975
CR P CONV ANDROS,0.697060606060606,0.7648688063726545,0.23513119362734547
ESC PART LITTLE BEE BERCARIO E ED INF BILLINGUE,0.7177777777777777,0.07897314323462945,0.9210268567653705
CRESCENTE BABY,0.7473157894736842,0.35003847399384225,0.6499615260061578
CR P CONV DIAMANTES,0.7932222222222223,0.44631493189955074,0.5536850681004493
CR P CONV VINICIUS DE MORAES,0.7644782608695652,0.969014118877886,0.03098588112211398
BEATRIZ LOPES PROFA,0.6845731707317073,0.7704697766832719,0.22953022331672812
ESC PART SAFE STEP - UNIDADE BABY,0.8016,0.5590845011137023,0.44091549888629766
ESC PART SAFE STEP - UNIDADE KIDS,0.8016,0.33982577600918357,0.6601742239908164
ESC PART PRIMETIME CHILD DEVELOPMENT,0.7473157894736842,0.2777148088951412,0.7222851911048588
CR P CONV MONTEIRO LOBATO,0.7406666666666667,0.7577094016627758,0.24229059833722422
CR P CONV PEQUENOS PASSOS,0.82375,0.6033235853033798,0.3966764146966202
CEI INDIR ANTONIO JOAO DE MEDEIROS,0.6652340425531914,0.5111469754890733,0.4888530245109267
CR P CONV CIRANDA INFANTIL,0.7313061224489796,0.5358463567499416,0.46415364325005837
CR P CONV JOAO FERNANDES VII,0.7070833333333333,0.7809299630346548,0.21907003696534522
CR P CONV CANTINHO DA LOTUS,0.7586224489795919,0.1638395265751934,0.8361604734248066
CEI INDIR JARDIM HELENA I,0.6355454545454545,0.7903812378404964,0.2096187621595036
DUARTE LEOPOLDO E SILVA DOM,0.83005,0.8209872096089313,0.17901279039106865
ESC PART MAMAE CORUJA E E I,0.8016,0.8562217929534433,0.14377820704655675
BERCARIO SKEKINAH UNIDADE COLINHO,0.7521153846153846,0.5486577566890646,0.4513422433109354
ESC PART ECO EDUCACAO INFANTIL E BERCARIO,0.7473157894736842,0.8414480159820212,0.15855198401797876
CR P CONV JARDIM EBENEZER IRMAOS NATALI,0.9293750000000001,0.5975915872368238,0.4024084127631762
CEI INDIR PERUS I,0.6678125,0.8583273292772905,0.1416726707227095
ESC PART BERCARIO CONCEITO,0.8593,0.24982831463730015,0.7501716853626998
ESCOLA CIRCULAR,0.8719285714285715,0.9183678464856029,0.08163215351439712
CR P CONV CORUJINHA IV,0.7618666666666667,0.30266354539651086,0.6973364546034891
CR P CONV SONHO MEU,0.7259758064516129,0.2512898833773298,0.7487101166226702
CR P CONV LUZ DA ESPERANCA,0.7061666666666667,0.48881030962502126,0.5111896903749787
CR P CONV SEMENTINHA DA VIDA,0.7062075471698114,0.36287036710171294,0.6371296328982871
CR P CONV EBENEZER,0.7932222222222223,0.7482896250601746,0.2517103749398254
ESC PART FLORESCER ESCOLA,0.7521153846153846,0.15852563069984915,0.8414743693001508
CALIANDRA ME,0.7521153846153846,0.6741874935495157,0.3258125064504843
CEI INDIR TATUAPE,0.7838,0.2549277939446716,0.7450722060553284
ESC PART CRIANDO E APRENDENDO N R I,0.8016,0.2674640044294937,0.7325359955705063
O MUNDO DE LUIZA EEI,0.7177777777777777,0.939981917162831,0.06001808283716903
MAPLE BEAR CANADIAN SCHOOL SAO MIGUEL PAULISTA EEI,0.6934166666666667,0.5165230809703145,0.4834769190296855
PROZ,0.7070833333333333,0.6033745360665814,0.3966254639334186
CR P CONV ABELHA BELINHA,0.6652340425531914,0.6807949091907578,0.3192050908092422
CR P CONV GUADALUPE,0.6457368421052632,0.7935209808047978,0.20647901919520217
ESC PART ESPACO EDUCARE,0.884,0.0996514685135914,0.9003485314864086
ESCOLA GIRASSOL IPIRANGA,0.7521153846153846,0.7065662824917525,0.29343371750824754
CR P CONV VITORIA,0.7473157894736842,0.09655039796059682,0.9034496020394032
ESC PART BRINCARTE B R I,0.9293750000000001,0.1308384922004283,0.8691615077995717
COLEGIO PETER PAN,0.7521153846153846,0.8073824868820182,0.1926175131179818
CR P CONV CANTINHO IRMAOS NATALI,0.7865333333333333N,0.14508793707336143,0.8549120629266386
ESC PART PEQUENOS PRODIGIOS ESCOLA,0.7070833333333333,0.5021730212174873,0.4978269787825127
PUZZLE EDUCACAO BILINGUE MULTICULTURAL,0.8113181818181818,0.3846555057644365,0.6153444942355635
CR P CONV DESENHANDO O AMANHA,0.7313061224489796,0.32755268372914836,0.6724473162708516
ESC PART PEQUENO EINSTEIN COLEGIO,0.7381052631578948,0.7216941338956454,0.2783058661043546
ESC PART PITANGATU ESCOLA,0.8113181818181818,0.45351875440318556,0.5464812455968144
ESC PART ESCOLA LENDAS E PARLENDAS E I,0.8113181818181818,0.031175030037981277,0.9688249699620187
EMEI MARECHAL TITO,0.6652340425531914,0.5824825516289125,0.4175174483710875
ESC PART TTWICE E E I,0.9336666666666668,0.15672896722847196,0.843271032771528
ESC PART NUCLEO EDUCACIONAL KAIROS,0.6457368421052632,0.3323194075577776,0.6676805924422224
CR P CONV PRIMEIRO LAPIS III,0.7618666666666667,0.2933204964332494,0.7066795035667506
CENTRO DE ENSINO GRAU TECNICO UNIDADE BRAS,0.7932222222222223,0.7640700828494204,0.23592991715057965
CR P CONV ASAS DE ALGODAO,0.75255,0.03252409624537056,0.9674759037546294
PARQUE JARDIM HELENA,0.6355454545454545,0.6901602398491464,0.30983976015085357
ESC PART BERCARIO PLAYTECA,0.8719285714285715,0.20266983804630853,0.7973301619536914
COLEGIO CAMINHOS E COLINAS,0.6890508474576271,0.9908632954221023,0.009136704577897725
ESC PART DELLA NOCCE E E I,0.8719285714285715,0.4134167430898269,0.5865832569101731
CR P CONV JULIA SAPUCAIA,0.6457368421052632,0.9414259371539202,0.0585740628460798
CENTRO DE ENSINO GRAU T LARGO 13 DE MAIO,0.8737777777777778,0.27202404163081273,0.7279759583691873
CR P CONV SAO MIGUEL ARCANJO,0.678825,0.7919369164859974,0.2080630835140026
CENTRO DE ENSINO GRAU TECNICO UNIDADE ANHANGABAU,0.9056666666666667,0.30838229274784734,0.6916177072521527
ESCOLA LUMINOVA UNIDADE BOM RETIRO,0.6977058823529412,0.9814051160386215,0.01859488396137854
ESCOLA ADVENTISTA DE VILA MATILDE UNIDADE II,0.7768928571428572,0.5009433108583998,0.4990566891416002
ESC PART IDE ESCOLA DE DESENVOLVIMENTO INFANTIL,0.6845731707317073,0.20349201395136052,0.7965079860486395
CR P CONV CARACOL,0.7062075471698114,0.5704179874380723,0.42958201256192774
RED HOUSE INTERNACIONAL SCHOOL UNIDADE II,0.8593,0.21529028626687052,0.7847097137331295
ESCOLA TECNICA FAT,0.6977058823529412,0.2552713472247157,0.7447286527752843
ESCOLA LUMINOVA,0.7622432432432432,0.3664112247353736,0.6335887752646264
ESC PART VILLA AMORE COLEGIO,0.7622432432432432,0.17074634753000395,0.829253652469996
COLEGIO CARPE DIEM OBJETIVO MOOCA,0.8404444444444444,0.830446841712278,0.169553158287722
COLEGIO GERACAO CONQUISTA,0.83005,0.7089337304793734,0.29106626952062664
CR P CONV ALECRIM DOURADO,0.6877894736842105,0.17577791264905251,0.8242220873509475
CR P CONV CANTINHO DA IMAGINACAO,0.8977,0.7143369707824725,0.2856630292175275
CENTRO EDUCACIONAL A,0.7838,0.05848422305945289,0.9415157769405471
CR P CONV SEMENTINHA,0.7586224489795919,0.07530667626598686,0.9246933237340131
CR P CONV ESTACAO ALEGRIA,0.7586224489795919,0.16269966981450168,0.8373003301854983
CR P CONV BRINCARTE,0.7521153846153846,0.8765977839031608,0.12340221609683921
INSTITUTO FILADELFIA,0.8737777777777778,0.24653672156712714,0.7534632784328729
CR P CONV KURT LENHARD,0.6977058823529412,0.8229123620182319,0.17708763798176808
CR P CONV LUZIA BEZERRA II,0.659,0.8056171916701316,0.19438280832986843
ESCOLA MAPLE BEAR CANADIAN SCHOOL MORUMBI PAINEIRAS,0.7618666666666667,0.38924862397318916,0.6107513760268108
SP ESCOLA DE TEATRO,0.7932222222222223,0.44164881460186933,0.5583511853981307
CR P CONV QUATRO PILARES DA EDUCACAO III,0.7070833333333333,0.010264881971919992,0.98973511802808
CR P CONV PRIMAVERA,0.7313061224489796,0.9624201292313819,0.03757987076861813
ESC PART -MEU LIMAO MEU LIMOEIRO U E,0.7521153846153846,0.1988981829134651,0.8011018170865349
ESCOLA SHEKINAH UNIDADE ENSINO FUNDAMENTAL,0.7521153846153846,0.5476534174006925,0.4523465825993075
CR P CONV APRENDENDO BRINCANDO,0.6355454545454545,0.20280477722101264,0.7971952227789874
CR P CONV JARDIM SANTA ETELVINA,0.659,0.8291868787456796,0.17081312125432035
CR P CONV SAO DOMINGOS,0.7865333333333333N,0.6199615941614254,0.3800384058385746
CR P CONV ARCO IRIS,0.8016,0.4987549285830113,0.5012450714169887
CR P CONV PEDACINHO DO CEU,0.8025833333333333,0.28960995153548064,0.7103900484645194
CR P CONV MUNDO FELIZ,0.7996666666666666,0.2626829523862607,0.7373170476137393
CR P CONV PRINCESA THAYNNA,0.7259758064516129,0.4937947520407533,0.5062052479592467
CR P CONV RENASCER,0.7644782608695652,0.14925934694843557,0.8507406530515644
ESC PART ALEXANDRA COLEGIO,0.7586224489795919,0.11830664901665709,0.8816933509833429
ESC PART LIVING SCHOOL VIVENCIA INFANTIL BILINGUE LTDA ME,0.7473157894736842,0.43174255156319996,0.5682574484368
BILINGUAL DEVELOPMENT SCHOOL,0.8719285714285715,0.36035517609681555,0.6396448239031844
ESC PART COLORIDO BEIJA-FLOR E E I,0.8737777777777778,0.7407144611977927,0.2592855388022073
CR P CONV ANA PAULA ANDRADE,0.65409375,0.7850930954845562,0.2149069045154438
COLEGIO LICEO SANTO AMARO ABADE,0.8737777777777778,0.05397049401176979,0.9460295059882302
ESCOLA CRESCENTE,0.7473157894736842,0.9719185435604222,0.028081456439577823
ESC PART JARDIM BELA VISTA BERCARIO,0.7865333333333333N,0.2915106872926849,0.7084893127073151
CR P CONV VIVA,0.6940000000000001,0.862235471562219,0.13776452843778098
EMEI LAJEADO II,0.6457368421052632,0.7750781688638492,0.22492183113615083
COLEGIO JARDIM NOVA JORNADA EIRELI,0.82375,0.891181015719125,0.108818984280875
POLO DE APOIO PRESENCIAL COLEGIO NOVE DE JULHO UNIDADE III,0.8737777777777778,0.888897229299116,0.11110277070088403
INSTITUTO DE ENSINO YESHIVA TMIMIM,0.6977058823529412,0.834970780834022,0.16502921916597801
MAPLE BEAR CANADIAN SCHOOL SAO MIGUEL,0.6934166666666667,0.9737987795132219,0.026201220486778087
COLEGIO NEGREIROS UNIDADE II,0.6652340425531914,0.13878226069504185,0.8612177393049582
ESC PART EDUCANDARIO MODELO III,0.8977,0.9980202965578183,0.0019797034421816795
ESC PART RL KIDS PRIMEIRA INFANCIA,0.697060606060606,0.6299308828618112,0.3700691171381888
ESCOLA BILINGUE PUERI DOMUS UNIDADE III PERDIZES,0.8977,0.7348397158969127,0.26516028410308734
ESC PART HAPPY DAY ESCOLA,0.8719285714285715,0.8413923463131511,0.15860765368684893
ESC PART BEE KIDS ESCOLA,0.9119565217391304,0.06245775027033174,0.9375422497296683
ESC PART BAOBA BRASIL ESCOLA,0.7521153846153846,0.5732750889050564,0.4267249110949436
ESC PART COLEGIO SANTA JULIA BABY,0.7743658536585366,0.5874535653633554,0.41254643463664464
CEU AT COM NOVO MUNDO,0.7743658536585366,0.13583912493599382,0.8641608750640062
ESC PART CARROSSEL FELIZ E E I,0.6898333333333333,0.38590267108056137,0.6140973289194387
CEU AT COM MONTE SERRAT,0.7838,0.273290188828503,0.726709811171497
CEU CEMEI MONTE SERRAT,0.7838,0.3739933849210283,0.6260066150789717
CEU AT COM HORIZONTE AZUL,0.7838,0.9709424707003497,0.02905752929965033
CR P CONV ZE COLMEIA,0.7521153846153846,0.400720157769783,0.599279842230217
COLEGIO RECREAR,0.75255,0.6067177944167702,0.3932822055832298
MAPLE BEAR CANADIAN SCHOOL MORUMBI PANAMBY,0.7473157894736842,0.9118024866033125,0.08819751339668747
ESCOLA INTERNACIONAL DO IPIRANGA,0.7521153846153846,0.027434344193335347,0.9725656558066647
CCA SANTO ANTONIO II,0.7070833333333333,0.4668255872431849,0.5331744127568151
CENTRO EDUCACIONAL A MAR,0.8022272727272728,0.3919526474934612,0.6080473525065389
ESC PART AFFECTIO MATER ESCOLA,0.75255,0.6607014620383039,0.33929853796169607
ESC PART CDB - CENTRO DE DESENVOLVIMENTO PARA BEBES,0.8737777777777778,0.3236253166245836,0.6763746833754164
NUCLEO EDUCACIONAL CALIANDRA,0.7521153846153846,0.3215013704712268,0.6784986295287732
CENTRO DE ENSINO GRAU TECNICO UNIDADE VILA MARIA,0.7743658536585366,0.8913727519169896,0.10862724808301039
ESC PART FADELITO CAMPO BELO,0.8113181818181818,0.8903418648973759,0.10965813510262412
ESC PART WINDOWE BILINGUAL SCHOOL,0.9293750000000001,0.23143442281634807,0.7685655771836519
